id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text,coordinate_precision,coordinate_note,display_site_label,vigil_status,is_vigil_for_sunday,vigil_reason,calendar_day,obligation_day,is_vigil,vigil_label_en,vigil_label_fr,sunday_obligation_eligible,source_text_excerpt,data_status
v19-0001,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Lundi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Notre-Dame-de-Lourdes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius lundi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Chapelle du Montmartre — 06:30,not_vigil,False,not applicable,Lundi,Lundi,False,,,False,Lundi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0002,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Mardi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Notre-Dame-de-Lourdes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius mardi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Chapelle du Montmartre — 06:30,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0003,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Mercredi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Notre-Dame-de-Lourdes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius mercredi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Chapelle du Montmartre — 06:30,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0004,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Jeudi,06:30,Other Celebration,Non-Mass,high,,Célébration at Chapelle du Montmartre,Célébration at Chapelle du Montmartre,Célébration at Chapelle du Montmartre,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Notre-Dame-de-Lourdes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Chapel,False,Other celebration,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre celebration at chapelle du montmartre celebration at chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre celebration at chapelle du montmartre celebration at chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius celebration at chapelle du montmartre,exact_church,Existing coordinate from prior app dataset.,Chapelle du Montmartre — 06:30,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Célébration at Chapelle du Montmartre,rebuilt_from_official-source-traced_baseline
v19-0005,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Samedi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Notre-Dame-de-Lourdes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre chapelle du montmartre rose hill notre dame de lourdes basses plaines wilhems mauritius samedi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Chapelle du Montmartre — 06:30,not_vigil,False,not applicable,Samedi,Samedi,False,,,False,Samedi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0006,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Vendredi,11:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius vendredi 11 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Lourdes — 11:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 11:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0007,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass notre dame de lourdes rose hill basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass notre dame de lourdes rose hill basses plaines wilhems mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Lourdes — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0008,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Samedi,18:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass notre dame de lourdes rose hill basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass notre dame de lourdes rose hill basses plaines wilhems mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Lourdes — 18:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0009,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Dimanche,08:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius dimanche 08 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Lourdes — 08:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 08:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0010,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Dimanche,10:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-26,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes rose hill basses plaines wilhems mauritius dimanche 10 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Lourdes — 10:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 10:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0011,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Mardi,06:30,Ambiguous,Non-Mass,high,,Messe ou célébration,Messe ou célébration,Messe ou célébration,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-26,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,False,Ambiguous / other celebration,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches messe ou celebration messe ou celebration notre dame de mont roches roches brunes basses plaines wilhems mauritius basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches messe ou celebration messe ou celebration notre dame de mont roches roches brunes basses plaines wilhems mauritius messe ou celebration,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Mont-Roches — 06:30,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Messe ou célébration,rebuilt_from_official-source-traced_baseline
v19-0012,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Vendredi,18:00,Mass,Mass,high,,,,Exposition du Saint-Sacrement at 17:15 followed by Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-26,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches exposition du st sacrement at 17 15 followed by mass notre dame de mont roches roches brunes basses plaines wilhems mauritius basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches exposition du st sacrement at 17 15 followed by mass notre dame de mont roches roches brunes basses plaines wilhems mauritius exposition du st sacrement at 17 15 followed by mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Mont-Roches — 18:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Exposition du Saint-Sacrement at 17:15 followed by Mass,rebuilt_from_official-source-traced_baseline
v19-0013,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Samedi,17:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-26,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches vigil mass notre dame de mont roches roches brunes basses plaines wilhems mauritius basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches vigil mass notre dame de mont roches roches brunes basses plaines wilhems mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Mont-Roches — 17:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0014,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Dimanche,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-26,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches roches brunes basses plaines wilhems mauritius basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches roches brunes basses plaines wilhems mauritius dimanche 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Mont-Roches — 07:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0015,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-26,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Basses Plaines Wilhems, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches roches brunes basses plaines wilhems mauritius basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches roches brunes basses plaines wilhems mauritius dimanche 09 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Mont-Roches — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0016,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Mardi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius mardi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 07:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0017,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Mercredi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius mercredi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 07:00,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0018,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Jeudi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius jeudi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 07:00,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0019,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Vendredi,10:00,Mass,Mass,high,,,,Adoration at 09:30,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire adoration at 09 30 notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire adoration at 09 30 notre dame du rosaire quatre bornes basses plaines wilhems mauritius adoration at 09 30,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 10:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Adoration at 09:30,rebuilt_from_official-source-traced_baseline
v19-0020,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Samedi,16:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire vigil mass notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire vigil mass notre dame du rosaire quatre bornes basses plaines wilhems mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 16:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0021,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius dimanche 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 06:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0022,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,08:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius dimanche 08 30 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 08:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 08:30 — Mass,rebuilt_from_official-source-traced_baseline
