id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text,coordinate_precision,coordinate_note,display_site_label,vigil_status,is_vigil_for_sunday,vigil_reason,calendar_day,obligation_day,is_vigil,vigil_label_en,vigil_label_fr,sunday_obligation_eligible,source_text_excerpt,data_status
v19-0197,region-est-saint-esprit,region-est-saint-esprit-notre-dame-de-bon-secours-trou-deau-douce,Région Est,Trou-d’Eau-Douce,Saint-Esprit,Saint-Esprit,Notre-Dame-de-Bon-Secours,Mardi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.234,57.79,"Notre-Dame-de-Bon-Secours, Trou-d’Eau-Douce, Saint-Esprit, Région Est, Mauritius",Saint-Esprit,Sub-parish,True,Mass,region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius mardi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Bon-Secours — 07:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0198,region-est-saint-esprit,region-est-saint-esprit-notre-dame-de-bon-secours-trou-deau-douce,Région Est,Trou-d’Eau-Douce,Saint-Esprit,Saint-Esprit,Notre-Dame-de-Bon-Secours,Vendredi,18:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.234,57.79,"Notre-Dame-de-Bon-Secours, Trou-d’Eau-Douce, Saint-Esprit, Région Est, Mauritius",Saint-Esprit,Sub-parish,True,Mass,region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius vendredi 18 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Bon-Secours — 18:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 18:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0199,region-est-saint-esprit,region-est-saint-esprit-notre-dame-de-bon-secours-trou-deau-douce,Région Est,Trou-d’Eau-Douce,Saint-Esprit,Saint-Esprit,Notre-Dame-de-Bon-Secours,Samedi,18:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.234,57.79,"Notre-Dame-de-Bon-Secours, Trou-d’Eau-Douce, Saint-Esprit, Région Est, Mauritius",Saint-Esprit,Sub-parish,True,Mass,region est trou d eau douce st esprit st esprit notre dame de bon secours vigil mass notre dame de bon secours trou d eau douce st esprit region est mauritius region est trou d eau douce st esprit st esprit notre dame de bon secours vigil mass notre dame de bon secours trou d eau douce st esprit region est mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Bon-Secours — 18:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0200,region-est-saint-esprit,region-est-saint-esprit-notre-dame-de-bon-secours-trou-deau-douce,Région Est,Trou-d’Eau-Douce,Saint-Esprit,Saint-Esprit,Notre-Dame-de-Bon-Secours,Dimanche,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.234,57.79,"Notre-Dame-de-Bon-Secours, Trou-d’Eau-Douce, Saint-Esprit, Région Est, Mauritius",Saint-Esprit,Sub-parish,True,Mass,region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius region est trou d eau douce st esprit st esprit notre dame de bon secours notre dame de bon secours trou d eau douce st esprit region est mauritius dimanche 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-de-Bon-Secours — 07:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0201,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Lundi,11:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius lundi 11 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 11:00,not_vigil,False,not applicable,Lundi,Lundi,False,,,False,Lundi 11:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0202,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Mardi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius mardi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 07:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0203,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Mercredi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius mercredi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 07:00,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0204,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Jeudi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius jeudi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 07:00,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0205,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Vendredi,18:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius vendredi 18 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 18:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 18:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0206,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit vigil mass st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit vigil mass st esprit bel air region est mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0207,region-est-saint-esprit,region-est-saint-esprit-saint-esprit-bel-air,Région Est,Bel-Air,Saint-Esprit,Saint-Esprit,Saint-Esprit,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.258,57.748,"Saint-Esprit, Bel-Air, Région Est, Mauritius",Saint-Esprit,Parish Church,True,Mass,region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius region est bel air st esprit st esprit st esprit st esprit bel air region est mauritius dimanche 09 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Esprit — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0208,region-est-saint-esprit,region-est-saint-esprit-sainte-therese-de-lenfant-jesus-olivia,Région Est,Olivia,Saint-Esprit,Saint-Esprit,Sainte-Thérèse-de-l’Enfant-Jésus,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-esprit-1849,2026-04-26,True,-20.287,57.732,"Sainte-Thérèse-de-l’Enfant-Jésus, Olivia, Saint-Esprit, Région Est, Mauritius",Saint-Esprit,Sub-parish,True,Mass,region est olivia st esprit st esprit st therese de l enfant jesus st therese de l enfant jesus olivia st esprit region est mauritius region est olivia st esprit st esprit st therese de l enfant jesus st therese de l enfant jesus olivia st esprit region est mauritius dimanche 09 00 mass,exact_church,Existing coordinate from prior app dataset.,Sainte-Thérèse-de-l’Enfant-Jésus — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0209,region-est-saint-julien,region-est-saint-julien-marie-mere-de-leglise-bois-doiseaux,Région Est,Bois-d’Oiseaux,Saint-Julien,Saint-Julien,Marie-Mère-de-l’Eglise,Samedi,18:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-julien-1770,2026-04-26,True,-20.213,57.722,"Marie-Mère-de-l’Eglise, Bois-d’Oiseaux, Saint-Julien, Région Est, Mauritius",Saint-Julien,Sub-parish,True,Mass,region est bois d oiseaux st julien st julien marie mere de l eglise vigil mass marie mere de l eglise bois d oiseaux st julien region est mauritius region est bois d oiseaux st julien st julien marie mere de l eglise vigil mass marie mere de l eglise bois d oiseaux st julien region est mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Marie-Mère-de-l’Eglise — 18:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0210,region-est-saint-julien,region-est-saint-julien-saint-julien-union-flacq,Région Est,Union-Flacq,Saint-Julien,Saint-Julien,Saint-Julien,Mercredi,11:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-julien-1770,2026-04-26,True,-20.207,57.714,"Saint-Julien, Union-Flacq, Saint-Julien, Région Est, Mauritius",Saint-Julien,Parish Church,True,Mass,region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius mercredi 11 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Julien — 11:00,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 11:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0211,region-est-saint-julien,region-est-saint-julien-saint-julien-union-flacq,Région Est,Union-Flacq,Saint-Julien,Saint-Julien,Saint-Julien,Vendredi,11:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-julien-1770,2026-04-26,True,-20.207,57.714,"Saint-Julien, Union-Flacq, Saint-Julien, Région Est, Mauritius",Saint-Julien,Parish Church,True,Mass,region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius vendredi 11 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Julien — 11:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 11:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0212,region-est-saint-julien,region-est-saint-julien-saint-julien-union-flacq,Région Est,Union-Flacq,Saint-Julien,Saint-Julien,Saint-Julien,Dimanche,08:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-julien-1770,2026-04-26,True,-20.207,57.714,"Saint-Julien, Union-Flacq, Saint-Julien, Région Est, Mauritius",Saint-Julien,Parish Church,True,Mass,region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius region est union flacq st julien st julien st julien st julien union flacq st julien region est mauritius dimanche 08 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Julien — 08:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 08:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0213,region-est-saint-julien,region-est-saint-julien-sainte-anne-bonne-mere,Région Est,Bonne-Mère,Saint-Julien,Saint-Julien,Sainte-Anne,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-julien-1770,2026-04-26,True,-20.195,57.708,"Sainte-Anne, Bonne-Mère, Saint-Julien, Région Est, Mauritius",Saint-Julien,Sub-parish,True,Mass,region est bonne mere st julien st julien st anne vigil mass st anne bonne mere st julien region est mauritius region est bonne mere st julien st julien st anne vigil mass st anne bonne mere st julien region est mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Sainte-Anne — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0214,region-est-saint-leon,region-est-saint-leon-jesus-bon-pasteur-sebastopol,Région Est,Sébastopol,Saint-Léon,Saint-Léon,Jésus-Bon-Pasteur,Samedi,18:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.289,57.687,"Jésus-Bon-Pasteur, Sébastopol, Saint-Léon, Région Est, Mauritius",Saint-Léon,Sub-parish,True,Mass,region est sebastopol st leon st leon jesus bon pasteur vigil mass jesus bon pasteur sebastopol st leon region est mauritius region est sebastopol st leon st leon jesus bon pasteur vigil mass jesus bon pasteur sebastopol st leon region est mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Jésus-Bon-Pasteur — 18:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0215,region-est-saint-leon,region-est-saint-leon-saint-joseph-montagne-blanche,Région Est,Montagne-Blanche,Saint-Léon,Saint-Léon,Saint-Joseph,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.285,57.655,"Saint-Joseph, Montagne-Blanche, Saint-Léon, Région Est, Mauritius",Saint-Léon,Sub-parish,True,Mass,region est montagne blanche st leon st leon st joseph st joseph montagne blanche st leon region est mauritius region est montagne blanche st leon st leon st joseph st joseph montagne blanche st leon region est mauritius dimanche 09 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Joseph — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0216,region-est-saint-leon,region-est-saint-leon-saint-leon-quartier-militaire,Région Est,Quartier-Militaire,Saint-Léon,Saint-Léon,Saint-Léon,Mardi,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.408,57.7,"Saint-Léon, Quartier-Militaire, Région Est, Mauritius",Saint-Léon,Parish Church,True,Mass,region est quartier militaire st leon st leon st leon st leon quartier militaire region est mauritius region est quartier militaire st leon st leon st leon st leon quartier militaire region est mauritius mardi 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Léon — 07:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0217,region-est-saint-leon,region-est-saint-leon-saint-leon-quartier-militaire,Région Est,Quartier-Militaire,Saint-Léon,Saint-Léon,Saint-Léon,Vendredi,10:00,Mass,Mass,high,,Third Friday only,Sick Mass every third Friday of the month,Sick Mass every third Friday of the month,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.408,57.7,"Saint-Léon, Quartier-Militaire, Région Est, Mauritius",Saint-Léon,Parish Church,True,Mass,region est quartier militaire st leon st leon st leon third friday only sick mass every third friday of the month sick mass every third friday of the month st leon quartier militaire region est mauritius region est quartier militaire st leon st leon st leon sick mass every third friday of the month third friday only sick mass every third friday of the month st leon quartier militaire region est mauritius sick mass every third friday of the month at 10 00,exact_church,Existing coordinate from prior app dataset.,Saint-Léon — 10:00,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Sick Mass every third Friday of the month at 10:00,rebuilt_from_official-source-traced_baseline
v19-0218,region-est-saint-leon,region-est-saint-leon-saint-leon-quartier-militaire,Région Est,Quartier-Militaire,Saint-Léon,Saint-Léon,Saint-Léon,Samedi,16:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.408,57.7,"Saint-Léon, Quartier-Militaire, Région Est, Mauritius",Saint-Léon,Parish Church,True,Mass,region est quartier militaire st leon st leon st leon vigil mass st leon quartier militaire region est mauritius region est quartier militaire st leon st leon st leon vigil mass st leon quartier militaire region est mauritius vigil mass,exact_church,Existing coordinate from prior app dataset.,Saint-Léon — 16:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0219,region-est-saint-leon,region-est-saint-leon-saint-leon-quartier-militaire,Région Est,Quartier-Militaire,Saint-Léon,Saint-Léon,Saint-Léon,Dimanche,07:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.408,57.7,"Saint-Léon, Quartier-Militaire, Région Est, Mauritius",Saint-Léon,Parish Church,True,Mass,region est quartier militaire st leon st leon st leon st leon quartier militaire region est mauritius region est quartier militaire st leon st leon st leon st leon quartier militaire region est mauritius dimanche 07 00 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Léon — 07:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 07:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0220,region-est-saint-leon,region-est-saint-leon-saint-sebastien-lesperance,Région Est,L’Espérance,Saint-Léon,Saint-Léon,Saint-Sébastien,Dimanche,09:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.236,57.631,"Saint-Sébastien, L’Espérance, Saint-Léon, Région Est, Mauritius",Saint-Léon,Sub-parish,True,Mass,region est l esperance st leon st leon st sebastien st sebastien l esperance st leon region est mauritius region est l esperance st leon st leon st sebastien st sebastien l esperance st leon region est mauritius dimanche 09 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Sébastien — 09:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0221,region-est-saint-leon,region-est-saint-leon-sainte-jeanne-darc-alma,Région Est,Alma,Saint-Léon,Saint-Léon,Sainte-Jeanne-d’Arc,Samedi,17:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-leon-1905,2026-04-26,True,-20.22,57.735,"Sainte-Jeanne-d’Arc, Alma, Saint-Léon, Région Est, Mauritius",Saint-Léon,Sub-parish,True,Mass,region est alma st leon st leon st jeanne d arc vigil mass st jeanne d arc alma st leon region est mauritius region est alma st leon st leon st jeanne d arc vigil mass st jeanne d arc alma st leon region est mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Sainte-Jeanne-d’Arc — 17:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0222,region-est-saint-michel,region-est-saint-michel-saint-michel-pont-praslin,Région Est,Pont-Praslin,Saint-Michel,Saint-Michel (Région Est),Saint-Michel,Lundi,07:15,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-michel-1875,2026-04-26,True,-20.408,57.7,"Saint-Michel, Pont-Praslin, Saint-Michel (Région Est), Région Est, Mauritius",Saint-Michel,Parish Church,True,Mass,region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius lundi 07 15 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Michel — 07:15,not_vigil,False,not applicable,Lundi,Lundi,False,,,False,Lundi 07:15 — Mass,rebuilt_from_official-source-traced_baseline
v19-0223,region-est-saint-michel,region-est-saint-michel-saint-michel-pont-praslin,Région Est,Pont-Praslin,Saint-Michel,Saint-Michel (Région Est),Saint-Michel,Mardi,07:15,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-michel-1875,2026-04-26,True,-20.408,57.7,"Saint-Michel, Pont-Praslin, Saint-Michel (Région Est), Région Est, Mauritius",Saint-Michel,Parish Church,True,Mass,region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius mardi 07 15 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Michel — 07:15,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 07:15 — Mass,rebuilt_from_official-source-traced_baseline
v19-0224,region-est-saint-michel,region-est-saint-michel-saint-michel-pont-praslin,Région Est,Pont-Praslin,Saint-Michel,Saint-Michel (Région Est),Saint-Michel,Mercredi,07:15,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-michel-1875,2026-04-26,True,-20.408,57.7,"Saint-Michel, Pont-Praslin, Saint-Michel (Région Est), Région Est, Mauritius",Saint-Michel,Parish Church,True,Mass,region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius mercredi 07 15 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Michel — 07:15,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 07:15 — Mass,rebuilt_from_official-source-traced_baseline
v19-0225,region-est-saint-michel,region-est-saint-michel-saint-michel-pont-praslin,Région Est,Pont-Praslin,Saint-Michel,Saint-Michel (Région Est),Saint-Michel,Jeudi,07:15,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/region-est/saint-michel-1875,2026-04-26,True,-20.408,57.7,"Saint-Michel, Pont-Praslin, Saint-Michel (Région Est), Région Est, Mauritius",Saint-Michel,Parish Church,True,Mass,region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius region est pont praslin st michel st michel region est st michel st michel pont praslin st michel region est region est mauritius jeudi 07 15 mass,exact_church,Existing coordinate from prior app dataset.,Saint-Michel — 07:15,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 07:15 — Mass,rebuilt_from_official-source-traced_baseline
